N,ID_PR,ASL,RAGIONE SOCIALE,PARTITA IVA,NOME PRESIDIO,DECRETI,TIPO DI PROVVEDIMENTO,INDIRIZZO,COMUNE,CAP,Latitude,Longitude
9,1172,105 RM/E,ANALISI CLINICHE CIMATTI S.R.L.,01305241000,STRUTTURA AMBULATORIALE ANALISI CLINICHE CIMATTI SRL,"U00142/12
U00285/14",DECRETO DI ACCREDITAMENTO,"Viale Angelico,39",ROMA,00195,41.91577119999999,12.458138
493,533,105 RM/E,ANCELLE FRANCESCANE DEL BUON PASTORE,00996561007,CASA DI CURA ANCELLE FRANCESCANE DEL BUON PASTORE POST-ACUZIE - RSA - RSA 2,U00294/14,DECRETO DI SOSPENSIONE,Via di Vallelunga 8,ROMA,00166,41.9095703,12.3972174
243,749,105 RM/E,ANTEA ASSOCIAZIONE O.N.L.U.S.,05848361001,ANTEA ASSOCIAZIONE O.N.L.U.S.,U00116/13,DECRETO DI ACCREDITAMENTO,Piazza Santa Maria della Pieta n. 5,ROMA,00135,41.9407108,12.4191006
465,215,105 RM/E,ARS MEDICA S.P.A.,00997371000,ARS MEDICA S.P.A. (CASA DI CURA),U00308/14,DECRETO DI ACCREDITAMENTO,via Cesare Ferrero di Cambiano 29,ROMA,00191,41.94811079999999,12.4676961
50,29,105 RM/E,AURELIA '80 S.P.A.,01239831009,AURELIA HOSPITAL,U00487/13,DECRETO DI ACCREDITAMENTO,"Via Aurelia, 860",ROMA,00165,41.8857473,12.3998349
796,1897,105 RM/E,BIOLAB SRL,01322971001,BIOLAB SRL,U00362/12,DECRETO DI ACCREDITAMENTO,VIA TRIONFALE 6917,ROMA,00135,41.933919,12.4397374
806,1110,105 RM/E,CASA DELLE RELIGIOSE FIGLIE DI NOSTRA SIGNORA DEL S. CUORE DI ISSOUDUN,01070321003,CASA DELLE RELIGIOSE FIGLIE DI NOSTRA SIGNORA DEL SACRO CUORE DI ISSOUDUN,"U00411/13
U00388/14",DECRETO DI ACCREDITAMENTO,"VIA CARDINAL PACCA, 16",ROMA,00165,41.89231729999999,12.4308227
563,1712,105 RM/E,CASA DI CURA PRIVATA NUOVA VILLA CLAUDIA SPA,01626351009,NUOVA VILLA CLAUDIA SPA,"U00295/14
U00324/14",DECRETO DI ACCREDITAMENTO,VIA FLAMINIA NUOVA N. 280,ROMA,00191,41.9527007,12.4729066
663,1482,105 RM/E,CASA DI CURA PRIVATA VILLA AURORA S.P.A,01008531004,CASA DI CURA PRIVATA VILLA AURORA S.P.A,U00231/14,DECRETO DI ACCREDITAMENTO,VIA MATTIA BATTISTINI 44/46,ROMA,00167,41.9060117,12.4122408
937,2529,105 RM/E,CASA DI CURA SANTA FAMIGLIA S.R.L.,05713221009,CASA DI CURA SANTA FAMIGLIA,U00355/14,DECRETO DI SOSPENSIONE,Via dei Gracchi 134,ROMA,00192,41.9086913,12.465317
528,2478,105 RM/E,CASA DI CURA SANTA RITA DA CASCIA SRL,01041961002,CASA DI CURA PRIVATA SANTA RITA DA CASCIA,U00387/14,DECRETO DI ACCREDITAMENTO,"VIA DEGLI SCIPIONI, 130",ROMA,00192,41.9090013,12.4603318
246,1384,105 RM/E,CASA DI CURA VILLA VERDE S.R.L.,01079101000,PRESIDO OSPEDALIERO LUNGODEGENZA - RSA R1 - RSA,U00270/13,DECRETO DI ACCREDITAMENTO,Via Torrevecchia n.250,ROMA,00168,41.92841079999999,12.4167448
288,1561,105 RM/E,CESIM SRL,00940511009,RSA SAN RAFFAELE FLAMINIA,U00171/14,DECRETO DI ACCREDITAMENTO,Via del Labaro 121,ROMA,00188,41.98959000000001,12.49158
759,1238,105 RM/E,CLEM FISIOTERAPIA E COSMETOLOGIA SRL,01278261001,CLEM FISIOTERAPIA E COSMETOLOGIA SRL,U00154/12,DECRETO DI ACCREDITAMENTO,Via della Lucchina 89/91 ,ROMA,00135,41.9584842,12.3999363
696,1018,105 RM/E,COOP. SOC. AQUILONE AZZURRO A.R.L.,06710861003,VIA GERMANICO,U00088/13,DECRETO DI ACCREDITAMENTO,"via germanico, 198",ROMA,00192,41.9091417,12.463005
561,1692,105 RM/E,COSTANZO MARCELLO S.A.S.,00991691007,STRUTTURA AMBULATORIALE COSTANZO MARCELLO S.A.S.,U00226/12,DECRETO DI ACCREDITAMENTO,P.le delle Medaglie d'Oro 20,ROMA,00136,41.92373,12.44674
871,1345,105 RM/E,DATA MEDICA SRL,00954561007,DATA MEDICA SRL,U00444/12,DECRETO DI ACCREDITAMENTO,"via Ennio Quirino Visconti, 4",ROMA,00193,41.9082962,12.4722721
407,1304,105 RM/E,DIAGNOSTICA MEDICA PIAZZA RISORGIMENTO SRL,01310091002,STRUTTURA AMBULATORIALE DIAGNOSTICA MEDICA PIAZZA RISORGIMENTO S.R.L.,U00143/12,DECRETO DI ACCREDITAMENTO,"PIAZZA RISORGIMENTO, 55",ROMA,00192,41.90582,12.45824
622,620,105 RM/E,DIAGNOSTICA VIGNA CLARA S.R.L.,04255161004,STRUTTURA AMBULATORIALE DIAGNOSTICA VIGNA CLARA SRL,U00215/12,DECRETO DI ACCREDITAMENTO,PIAZZA STEFANO JACINI 14,ROMA,00191,41.949582,12.46557
737,725,105 RM/E,DIAGNOSTIKA VALLEBONA SRL,00997321005,STRUTTURA AMBULATORIALE DIAGNOSTIKA VALLEBONA SRL,U00485/12,DECRETO DI ACCREDITAMENTO,VIA VALLEBONA 10A,ROMA,00168,41.9323218,12.4193226
857,864,105 RM/E,DYNAMIC FIOSIOKINESITERAPIA S.R.L.,01310681000,DYMANIC FISIOKINESITERAPIA SRL,"U00189/12
U00138/14",DECRETO DI ACCREDITAMENTO,VIA BALDO DEGLI UBALDI 55,ROMA,00167,41.8986701,12.4317319
394,82,105 RM/E,FISIOKINESITERAPIA PONTE MILVIO S.R.L.,01578891002,FISIOKINESITERAPIA PONTE MILVIO S.R.L.,"U00113/12
U00178/14",DECRETO DI ACCREDITAMENTO,P.LE PONTE MILVIO 43,ROMA,00191,41.9375327,12.4661836
751,1119,105 RM/E,FISIOKINESITERAPICO GREGORIO VII S.N.C.,01318211008,FISIOKINESITERAPICO GREGORIO VII S.N.C.,U00257/12,DECRETO DI ACCREDITAMENTO,"VIA GREGORIO VII, 350",ROMA,00165,41.8938953,12.4366144
804,1067,105 RM/E,FISIOMED SRL,04099071005,STRUTTURA AMBULATORIALE  FISIOMED SRL,U00394/12,DECRETO DI ACCREDITAMENTO,Via Sergio I n.32,ROMA,00165,41.8989,12.45011
898,1641,105 RM/E,FISIOPRATI SRL,01305371005,STRUTTURA AMBULATORIALE FISIOPRATI SRL,"U00491/12
U00061/14",DECRETO DI ACCREDITAMENTO,Via Limbiate 10/12,ROMA,00135,41.94621,12.39119
822,343,105 RM/E,GABINETTO RADIOLOGICO CANITANO & C. S.R.L.,01512761006,GABINETTO RADIOLOGICO CANITANO & C. S.R.L.,U00416/12,DECRETO DI ACCREDITAMENTO,"Via Gregorio VII, 350",ROMA,00165,41.8938953,12.4366144
550,1588,105 RM/E,GAMMA SRL,01040531004,GAMMA SRL,U00256/12,DECRETO DI ACCREDITAMENTO,via Suor Celestina Donati n°119,ROMA,00167,41.9212885,12.4214499
977,632,105 RM/E,IRCAS SRL,01002741005,AMBULATORIO MEDICO CHIRURGICO,U00109/12,DECRETO DI ACCREDITAMENTO,VIA CASALOTTI 65P/Q,ROMA,00166,41.9159657,12.3740494
80,292,105 RM/E,ISTITUTO CUSTURERI SRL,01141091007,STRUTTURA AMBULATORIALE ISTITUTO CUSTURERI SRL,"U00414/12
U00052/14",DECRETO DI ACCREDITAMENTO,"via Aristide Gabelli, 32",ROMA,00135,41.942568,12.4229673
151,1440,105 RM/E,ISTITUTO DON CALABRIA  (SEDE FILIALE DI ROMA),00280090234,"ISTITUTO DON CALABRIA - CENTRO DIURNO TERAPEUTICO-RIABILITATIVO ""L'ALBEROBLU""",U00126/13,DECRETO DI ACCREDITAMENTO,VIA GIAMBATTISTA SORIA 13,ROMA,00168,41.9094434,12.41022
517,80,105 RM/E,ISTITUTO FISIOTERAPICO S.R.L.,01180631002,ISTITUTO FISIOTERAPICO SRL,U00411/12,DECRETO DI ACCREDITAMENTO,VIA ANTONIO BAIAMONTI,ROMA,00195,41.91443599999999,12.4599904
248,851,105 RM/E,ISTITUTO PIA CASA AMBROSINI DELLE FIGLIE DI N.S. AL MONTE CALVARIO,01067031003,OSPEDALE CRISTO RE DELL' ISTITUTO FIGLIE DI NOSTRA SIGNORA AL MONTE CALVARIO,U00360/14,DECRETO DI ACCREDITAMENTO,"VIA DELLE CALASANZIANE, 25",ROMA,00167,41.9182771,12.420847
691,1218,105 RM/E,ISTITUTO PIA CASA AMBROSINI DELLE FIGLIE DI N.S. AL MONTE CALVARIO,01067031003,ISTITUTO PIA CASA AMBROSINI - CENTRO DI RIABILITAZIONE PER CIECHE E SORDOMUTE ADULTE,U00367/14,DECRETO DI ACCREDITAMENTO,Via delle Calasanziane n. 55 ,ROMA,00167,41.9173214,12.4196533
789,1803,105 RM/E,ITALIAN HOSPITAL GROUP SPA,06703461001,RSA SACRA FAMIGLIA 80 P.L.,"U00230/13
U00086/14
U00283/14",DECRETO DI ACCREDITAMENTO,"Largo Ottorino Respighi, 6",ROMA,00135,41.94384,12.45027
110,765,105 RM/E,LAB. AURELIA S.R.L.,01202831002,LABORATORIO ANALISI - LAB. AURELIA S.R.L. -DAGNOSTICA PER IMMAGINI - POLIAMBULATORIO,"U00413/12
U00271/14",DECRETO DI ACCREDITAMENTO,Via Cardinal Parocchi 12/14,ROMA,00167,41.8992975,12.4294984
688,1206,105 RM/E,LABORATORIO ALESSANDRO PIETRAVALLE S.R.L.,01418361000,LABORATORIO ALESSANDRO PIETRAVALLE S.R.L.,U00303/12,DECRETO DI ACCREDITAMENTO,via Gregorio VII 172,ROMA,00165,41.8962449,12.443769
816,918,105 RM/E,LABORATORIO ANALISI 'AGOSTINO BASSI' S.R.L.,01647331006,LABORATORIO ANALISI ' AGOSTINO BASSI'S.R.L.,"U00128/12
U00333/13",DECRETO DI ACCREDITAMENTO,VIA FLAMINIA VECCHIA 653,ROMA,00100,41.9511238,12.4816318
503,667,105 RM/E,LABORATORIO ANALISI CLINICHE BALDUINA S.R.L.,01003851001,DIAGNOSTICA DI LABORATORIO BALDUINA,U00403/12,DECRETO DI ACCREDITAMENTO,Via della Balduina 28,ROMA,00136,41.9146907,12.4422757
574,1193,105 RM/E,LABORATORIO ANALISI CLINICHE CESANO SRL.,05954901004,LABORATORIO ANALISI CLINICHE CESANO SRL.,U00418/12,DECRETO DI ACCREDITAMENTO,VIA DELLA STAZIONE DI CESANO 576,ROMA,00123,42.07517,12.33836
545,1524,105 RM/E,LABORATORIO ANALISI CLINICHE DOTT. INGHIRAMI S.R.L.,01353741000,LABORATORIO ANALISI CLINICHE DOTT.INGHIRAMI S.R.L.,U00324/12,DECRETO DI ACCREDITAMENTO,P.zza dei Giureconsulti n. 27,ROMA,00167,41.9021546,12.4251716
490,495,105 RM/E,LABORATORIO ANALISI CLINICHE EUREKA S.R.L,07212351006,LABORATORIO ANALISI CLINICHE EUREKA S.R.L.,U00448/12,DECRETO DI ACCREDITAMENTO,via enrico bondi 80,ROMA,00166,41.9029515,12.3884978
425,1475,105 RM/E,LABORATORIO ANALISI CLINICHE OLGIATA DR.L. PEDRETTI & C. S.A.S.,01321881003,LABORATORIO ANALISI CLINICHE - DIAGNOSTICA OLGIATA DOTT. PEDRETTI,U00186/12,DECRETO DI ACCREDITAMENTO,via Anton Giulio Bragaglia n°78 e-f,ROMA,00123,42.0221716,12.3761142
307,1754,105 RM/E,LABORATORIO ANALISI PABI S.R.L.,01083291003,LABORATORIO ANALISI PABI SRL,U00345/12,DECRETO DI ACCREDITAMENTO,Via Giuseppe Ferrari 12,ROMA,00195,41.9144981,12.4645054
840,623,105 RM/E,MONTERCHI SRL,01041791003,STRUTTURA AMBULATORIALE MONTERCHI SRL,"U00328/12
U00080/14",DECRETO DI ACCREDITAMENTO,via Montello 14/16,ROMA,00195,41.9183875,12.4628792
262,1285,105 RM/E,OPERA SANTE DE SANCTIS ONLUS ASS. PER LA TERAPIA E LA RIABILITAZIONE DEGLI HANDICAP. PSICO-FISICI,09452921001,CENTRO VIA ACHILLE PAPA,U00086/13,DECRETO DI ACCREDITAMENTO,Via Achille Papa 22,ROMA,00195,41.9194408,12.4648731
870,1313,105 RM/E,RADIOLOGICA ROMANA S.R.L.,01166491009,COMPLESSO POLISPECIALISTICO RADIOLOGICA ROMANA SRL,U00482/12,DECRETO DI ACCREDITAMENTO,"Via della stazione della storta, 12",ROMA,00123,42.0025256,12.3817808
692,1219,105 RM/E,RADIOMEDICAL S.R.L.,01390771002,RADIOMEDICAL,"U00244/12
U00237/14",DECRETO DI ACCREDITAMENTO,VIA LUCIO CASSIO 53,ROMA,00189,41.9692095,12.4398845
402,1258,105 RM/E,S.C.A.I. SPA,00989051008,HOSPICE VILLA SPERANZA,U00115/13,DECRETO DI ACCREDITAMENTO,VIA DELLA PINETA SACCHETTI 235,ROMA,00168,41.93113109999999,12.4269322
446,1886,105 RM/E,SAMADI S.P.A.,00905281002,SAMADI S.P.A.,U00243/14,DECRETO DI ACCREDITAMENTO,via di Grottarossa km.2.200,ROMA,00189,41.9800429,12.4495221
223,2528,105 RM/E,SAN FELICIANO S.R.L.,00958671000,CASA DI CURA SAN FELICIANO,U00353/14,DECRETO DI SOSPENSIONE,Via de Ossò 9,ROMA,00166,41.898746,12.4127996
807,11,105 RM/E,SANTA LUCIA DEI FONTANILI S.R.L.,06356741006,SANTA LUCIA DEI FONTANILI,U00123/13,DECRETO DI ACCREDITAMENTO,Via Valle dei Fontanili 211,ROMA,00168,41.92315,12.41101
847,769,105 RM/E,SEGESTA LATINA SPA,00244910592,RSA SAN GIUSEPPE + AMBULATORI,U00163/13,DECRETO DI ACCREDITAMENTO,Via Bernardino Telesio 4,ROMA,00195,41.9117559,12.4525106
380,779,105 RM/E,SEZIONE LAZIALE DELLA UILDM (UNIONE ITALIANA LOTTA ALLA DISTROFIA MUSCOLARE) ONLUS,02124491008,SEZIONE LAZIALE DELLA UILDM (UNIONE ITALIANA LOTTA ALLA DISTROFIA MUSCOLARE) ONLUS,"U00346/13
U00215/14",DECRETO DI ACCREDITAMENTO,"Via Prospero Santacroce, 5",ROMA,00167,41.90608,12.41938
170,1752,105 RM/E,SI.GE.C.C. S.R.L.,00989731005,SAN VALENTINO ,U00318/13,DECRETO DI ACCREDITAMENTO,VIA DELLA CAPPELLETTA DELLA GIUSTINIANA 119,ROMA,00123,41.9872,12.40295
457,1053,105 RM/E,STATIC CHIROTERAPEUTICA SRL,00989421003,STRUTTURA AMBULATORIALE STATIC CHIROTERAPEUTICA SRL,U00276/12,DECRETO DI ACCREDITAMENTO,"Piazza della Libertà, 20",ROMA,00192,41.90985,12.47044
464,209,105 RM/E,STUDIO DI PATOLOGIA CLINICA FILIA S.R.L.,01329301004,STUDIO PATOLOGIA CLINICA FILIA S.R.L.,"U00232/12
U00097/14",DECRETO DI ACCREDITAMENTO,"Via Costantiniana, 28",ROMA,00188,41.9897,12.48939
5,1154,105 RM/E,STUDIO MEDICO FISIOKINESITERAPICO AEMME S.R.L.,01333201000,STUDIO MEDICO FISIOKINESITERAPICO AEMME S.R.L.,U00266/12,DECRETO DI ACCREDITAMENTO,VIALE DI VALLE AURELIA 81/93,ROMA,00167,41.902819,12.4372126
224,509,105 RM/E,STUDIO RADIOLOGICO GIACCARI SRL,01275451001,STRUTTURA AMBULATORIALE GIACCARI SRL,"U00401/12
U00193/13",DECRETO DI ACCREDITAMENTO,"Piazza della Balduina, 5",ROMA,00136,41.91957499999999,12.4412992
10,1174,105 RM/E,STUDIO RADIOLOGICO MONTE MARIO S.R.L.,01320311002,STRUTTURA AMBULATORIALE STUDIO RADIOLOGICO MONTE MARIO S.R.L.,U00354/12,DECRETO DI ACCREDITAMENTO,VIA TRIONFALE 6917,ROMA,00135,41.933919,12.4397374
892,1584,105 RM/E,T. DE SANCTIS MONALDI SRL,01140791003,T.DE SANCTIS MONALDI S.R.L.,U00348/14,DECRETO DI ACCREDITAMENTO,PIAZZALE GREGORIO VII 10,ROMA,00165,41.898839,12.4508602
88,382,105 RM/E,UNIONE SANITARIA INTERNAZIONALE S.P.A.,01066621002,UNIONE SANITARIA INTERNAZIONALE S.P.A. ,U00350/12,DECRETO DI ACCREDITAMENTO,Via Virginio Orsini n.° 18,ROMA,00192,,
39,1769,105 RM/E,VILLA CHIARA SRL,01026131001,POLIAMBULATORIO SPECIALISTICO - RSA,"U00317/13
U00383/13
U00493/13",DECRETO DI ACCREDITAMENTO,Via di Torrevecchia  578,ROMA,00168,41.9233072,12.4121671
53,1900,105 RM/E,VILLA MARIA PIA SRL,01975541002,PRESIDIO RESIDENZIALE PSICHIATRICO - COMUNITA' VILLA MARIA PIA,U00157/13,DECRETO DI ACCREDITAMENTO,Via Forte Trionfale n.36,ROMA,00135,41.94011560000001,12.4339163
54,1854,105 RM/E,VILLA MARIA PIA SRL,01975541002,PRESIDIO RESIDENZIALE PSICHIATRICO - COMUNITÀ PAL. D,U00068/13,DECRETO DI ACCREDITAMENTO,Via Forte Trionfale n.36,ROMA,00136,41.94011560000001,12.4339163
194,1074,105 RM/E,VISCONTI SRL,01408471009,VISCONTI SRL,"U00120/12
U00334/12",DECRETO DI ACCREDITAMENTO,VIALE GIULIO CESARE 2,ROMA,00192,41.9124438,12.4697084
1032,5886,105 RM/E,IMPRESA ROSSO SPA (IMATO SRL IN LIQUIDAZIONE),04034780017,RSA BARBARANO ROMANO,U00477/13,DECRETO DI ACCREDITAMENTO,Via Barbarano Romano 43,ROMA,00189,41.98023999999999,12.42853
87,376,106 RM/F,A.I.R.R.I. - ASSOCIAZIONE ITALIANA RIABILITAZIONE REINSERIMENTO INVALIDI,01200791000,AIRRI FORMELLO,"U00289/13
U00375/13",DECRETO DI ACCREDITAMENTO,via Mariano Marchicelli 22,FORMELLO,00060,42.080142,12.404667
420,1420,106 RM/F,ANCELLE DELLA VISITAZIONE OASI TABOR RSA,07571741003,R.S.A. OASI TABOR,U00085/14,DECRETO DI ACCREDITAMENTO,"Via S. Maria della Visitazione, 35",SANTA MARINELLA,00058,42.0335042,11.8536061
644,1254,106 RM/F,ASSOCIAZIONE AIRRI MEDICAL,08510611000,AIRRI CENTRO DI CAMPAGNANO,"U00120/13
U00281/13
U00374/13
U00068/14",DECRETO DI ACCREDITAMENTO,"via della Vittoria, 25-29",CAMPAGNANO DI ROMA,00063,42.1376491,12.3807196
75,151,106 RM/F,ASSOCIAZIONE COMUNITÀ MONDO NUOVO ONLUS,04381271008,VILLA SERGETTO,U00267/13,DECRETO DI ACCREDITAMENTO,Via Braccianese Claudia Km. 69 300,CIVITAVECCHIA,00053,42.0924239,11.7954132
17,1343,106 RM/F,ASSOCIAZIONE ISTITUTO SANTA CECILIA CURA E RIABILITAZIONE,01040621003,CENTRO DI RIABILITAZIONE ASSOCIAZIONE ISTITUTO SANTA CECILIA CURA E RIABILITAZIONE,U00269/13,DECRETO DI ACCREDITAMENTO,via maratona 11,CIVITAVECCHIA,00053,42.0732768,11.8097007
850,787,106 RM/F,ASSOCIAZIONE LOIC FRANCIS-LEE,08145201003,CASA LOIC,"U00089/13
U00380/13",DECRETO DI ACCREDITAMENTO,VIA GROTTAPONGA S.N.C.,CAPENA,00060,42.1252897,12.5444214
410,1326,106 RM/F,CASA DI CURA MADONNA DEL ROSARIO SRL,01036061008,CASA DI CURA PRIVATA MADONNA DEL ROSARIO SRL,U00164/13,DECRETO DI ACCREDITAMENTO,Via Buonarroti 81,CIVITAVECCHIA,00053,42.08913949999999,11.8022797
899,1648,106 RM/F,CENTRO DI CHIRURGIA AMBULATORIALE DOTT. GIUSEPPE CROCCHIANTI,00139251003,CENTRO DI CHIRURGIA AMBULATORIALE DOTT. GIUSEPPE CROCCHIANTI,"U00127/12
U00322/14",DECRETO DI REVOCA,Via Pietro Nenni n. J8/H,CIVITAVECCHIA,00053,42.0941944,11.8127521
98,602,106 RM/F,CENTRO DIAGNOSTICO BRAMANTE S.R.L.,06935691003,STRUTTURA AMBULATORIALE CENTRO DIAGNOSTICO BRAMANTE SRL,U00492/12,DECRETO DI ACCREDITAMENTO,"VIA BRAMANTE, 1",CIVITAVECCHIA,00053,42.0902123,11.7984285
404,1270,106 RM/F,CENTRO DIAGNOSTICO BUONARROTI SRL,01417101001,STRUTTURA AMBULATORIALE CENTRO DIAGNOSTICO BUONARROTI SRL,"U00062/13
U00195/13
U00382/13",DECRETO DI ACCREDITAMENTO,Via Buonarroti 26-30 - Via S. V. Strambi 4-8,CIVITAVECCHIA,00053,42.0924239,11.7954132
271,1402,106 RM/F,CENTRO DIAGNOSTICO RIVIERA SNC DI TARANTINO LINDA & C.,01340121001,STRUTTURA AMBULATORIALE CENTRO DIAGNOSTICO RIVIERA SNC DI TARANTINO LINDA & C.,U00435/12,DECRETO DI ACCREDITAMENTO,Via della Libertà 56-58,SANTA MARINELLA,00058,42.03445,11.86346
704,31,106 RM/F,CENTRO DIAGNOSTICO SABATINO S.R.L.,01062261001,STRUTTURA AMBULATORIALE CENTRO DIAGNOSTICO SABATINO SRL,U00409/12,DECRETO DI ACCREDITAMENTO,"VIA ROMANA,10",ANGUILLARA SABAZIA,00061,42.0912126,12.2716617
926,1225,106 RM/F,CENTRO MEDICO RADIOLOGICO BIOMEDICA S.R.L.,01236551006,CENTRO MEDICO RADIOLOGICO BIOMEDICA SRL,U00132/12,DECRETO DI ACCREDITAMENTO,VIA ANCONA 94 - 1° PIANO INT 1,LADISPOLI,00055,41.949272,12.077886
328,1071,106 RM/F,CONGREGAZIONE BENEDETTINA SUORE RIPARATRICI DEL SANTO VOLTO DI N.S.G.C.,01338940560,RSA,U00385/13,DECRETO DI ACCREDITAMENTO,"via Cesare Battistti, 7",SANTA MARINELLA,00058,42.0314331,11.8395743
934,1091,106 RM/F,CONGREGAZIONE BENEDETTINA SUORE RIPARATRICI DEL SANTO VOLTO DI N.S.G.C.,01338940560,REGINA COELORUM,U00368/13,DECRETO DI ACCREDITAMENTO,"Via Cesare Battisti, 10",SANTA MARINELLA,00058,42.0302204,11.8396349
1009,1014,106 RM/F,CONGREGAZIONE BENEDETTINA SUORE RIPARATRICI DEL SANTO VOLTO DI N.S.G.C.,01338940560,CASA DI CURA  SANTO VOLTO ,U00410/13,DECRETO DI ACCREDITAMENTO,"via Cesare Battistti, 7",SANTA MARINELLA,00058,42.0314331,11.8395743
697,1023,106 RM/F,"CONGREGAZIONE FEMMINILE SERVE DEI POVERI, PROGETTO PSICOTERAPEUTICO GIACOMO CUSMANO",03905750828,PROGETTO PSICOTERAPEUTICO GIACOMO CUSMANO,U00446/13,DECRETO DI ACCREDITAMENTO,"VIA GIACOMO CUSMANO,28",ANGUILLARA SABAZIA,00061,42.09147859999999,12.2715458
581,1012,106 RM/F,COOP. SOC. AQUILONE AZZURRO A.R.L.,06710861003,LA GATTA,U00071/13,DECRETO DI ACCREDITAMENTO,"lungomare G.Marconi, 96",SANTA MARINELLA,00058,42.030718,11.843813
947,291,106 RM/F,'COOPERATE' SOC. COOP A R.L.,01354051003,"PROGETTO TERAPEUTICO ""FRATELLO SOLE""","U00285/13
U00416/13
U00527/13",DECRETO DI ACCREDITAMENTO,"via dei Normanni, 8/10",SANTA MARINELLA,00050,42.021883,11.957825
108,744,106 RM/F,DIAVERUM ITALIA S.R.L.,02243300361,DIAVERUM ITALIA S.R.L - LADISPOLI CENTRO DIALISI,U00211/14,DECRETO DI ACCREDITAMENTO,Via Aldo Moro 38,LADISPOLI,00055,41.965293,12.078252
16,1328,106 RM/F,FIOGERI SANITA' SRL,05393651004,OSPEDALE DI COMUNITA' - RSA SAN LUIGI GONZAGA ,U00119/13,DECRETO DI ACCREDITAMENTO,"VIA AURELIA KM 41,300",LADISPOLI,00055,41.9732588,12.0764367
617,513,106 RM/F,GALILEO GALILEI SNC DI S. MASTELLONE & C.,01153131006,GALILEO GALILEI S.N.C.,U00473/12,DECRETO DI ACCREDITAMENTO,"Via G. Amendola, 4",FIANO ROMANO,00065,42.168812,12.586945
3,1144,106 RM/F,GGR RADIOLOGICA VITA SRL,05320820581,GGR RADIOLOGICA VITA SRL,U00480/12,DECRETO DI ACCREDITAMENTO,"VIA STRADA VECCHIA, 2",RIANO,00060,42.098157,12.51148
66,1019,106 RM/F,IDAC SRL ISTITUTO DIAGNOSTICO ANALISI CLINICHE,01121651002,STRUTTURA AMBULATORIALE IDAC SRL,U00474/12,DECRETO DI ACCREDITAMENTO,"Via G. Di Vittorio, 3",MORLUPO,00067,42.145207,12.493085
726,483,106 RM/F,IL LORETO S.R.L,00958141004,LE QUERCE - CASA DEI NONNI,"U00220/13
U00134/14",DECRETO DI ACCREDITAMENTO,"via Casale delle Grazie, 4",MANZIANA,00066,42.12260999999999,12.12749
608,381,106 RM/F,IPAB ENTE ASSISTENZA SOCIALE 'IL SALVATORE',04291511006,CENTRO DI RIABILITAZIONE PRIVATO S.MARIA DEL PRATO,U00323/14,DECRETO DI ACCREDITAMENTO,"VIA ROMA, 50",CAMPAGNANO DI ROMA,00063,42.13693540000001,12.3785388
662,1479,106 RM/F,IRMED SRL,06933001007,IRMED SRL,U00290/12,DECRETO DI ACCREDITAMENTO,P.ZZA ODESCALCHI 4,LADISPOLI,00055,41.95175,12.06818
674,1673,106 RM/F,LABORATORIO ANALISI CLINICHE MEDICHE IANNACCONE S.R.L.,04938281005,LABORATORIO ANALISI CLINICHE MEDICHE IANNACCONE S.R.L.,U00131/12,DECRETO DI ACCREDITAMENTO,Viale Odescalchi n. 11,BRACCIANO,00062,42.1027222,12.1743105
130,1157,106 RM/F,LABORATORIO ANALISI MANZONI SNC,02148111004,LABORATORIO ANALISI MANZONI SNC,"U00450/12
U00226/13
U00253/14",DECRETO DI ACCREDITAMENTO,via Flaminia 6/S,RIGNANO FLAMINIO,00068,42.2062919,12.4785399
452,6669,106 RM/F,LABORATORIO ANALISI MEDICAL FISIOLAB SNC,04372451007,MEDICAL FISIOLAB SNC,U00344/13,DECRETO DI ACCREDITAMENTO,"VIA STRADA VECCHIA, 2",RIANO,00060,42.098157,12.51148
735,697,106 RM/F,LABORATORIO ANALISI PRAECILIA SRL,01227441001,STRUTTURA AMBULATORIALE POLIAMBULATORIO PRAECILIA,U00407/12,DECRETO DI ACCREDITAMENTO,"CORSO VITTORIO EMANUELE,170",MANZIANA,00066,42.1313821,12.1280818
770,1413,106 RM/F,LABORATORIO ANALISI S. GIORGIO S.R.L.,01052091004,LABORATORIO ANALISI S. GIORGIO S.R.L.,U00458/12,DECRETO DI ACCREDITAMENTO,PIAZZA DEL CONSERVATORIO 4/5,CIVITAVECCHIA,00053,42.0924239,11.7954132
440,1781,106 RM/F,LABORATORIO ANALISI SALVATORI S.R.L.,01713261004,LABORATORIO SALVATORI SRL POLIAMBULATORIO - RADIOLOGIA ,U00385/12,DECRETO DI ACCREDITAMENTO,L.GO CARDINAL GASPARRI 18,SACROFANO,00060,42.1046039,12.4479796
485,435,106 RM/F,LIVIA TIBERINA SRL,05275861002,RSA LIVIA TIBERINA,U00095/13,DECRETO DI ACCREDITAMENTO,VIA MONTE MAJ 4,CASTELNUOVO DI PORTO,00060,42.10241,12.57655
830,386,106 RM/F,MAIEUSIS SOCIETA' COOPERATIVA SOCIALE,04098851001,MAIEUSIS COOP - COMUNITÀ PSICO TERAPEUTICA,"U00167/13
U00054/14",DECRETO DI ACCREDITAMENTO,Via di Macchia Tonda 8/10,CAPENA,00060,42.11121,12.55048
